Id	Name	Position	Salary
4665	Фёдор Фадеев	архитектор	57000
4666	Герман Ефимов	техник	20000
4667	Любовь Игнатова	архитектор	92000
4668	Валерий Емельянов	аналитик	91000
4669	Арина Вишнякова	техник	30000
4670	Галина Казакова	аналитик	20000
4671	Илья Королев	администратор	72000
4672	Нина Маслова	агент	45000
4673	Игнатий Исаев	руководитель	77000
4674	Любовь Бирюкова	руководитель	38000
4675	Дмитрий Кириллов	агент	73000
4676	Марина Терентьева	помощник	60000
4677	Леонид Владимиров	руководитель	34000
4678	Денис Казаков	архитектор	61000
4679	Анжела Брагина	дизайнер	46000
4680	Евгений Трофимов	планировщик	50000
4681	Сергей Носов	консультант	86000
4682	Надежда Шарапова	архитектор	24000
4683	Екатерина Сергеева	специалист	35000
4684	Николай Макаров	инженер	29000
4685	Дарья Панова	консультант	93000
4686	Матвей Стрелков	архитектор	50000
4687	Людмила Шашкова	архитектор	92000
4688	Людмила Егорова	архитектор	38000
4689	Вероника Гущина	консультант	60000
4690	Иван Никонов	инженер	90000
4691	Антонина Воронова	аналитик	47000
4692	Ульяна Комарова	аналитик	46000
4693	Алёна Горшкова	агент	81000
4694	Станислав Морозов	сотрудник	73000
4695	Вероника Григорьева	агент	93000
4696	Елена Беляева	аналитик	88000
4697	Анжела Шестакова	помощник	51000
4698	Арсений Авдеев	менеджер	49000
4699	Валентин Григорьев	архитектор	85000
4700	Ангелина Макарова	менеджер	76000
4701	Ксения Сергеева	аналитик	67000
4702	Татьяна Никонова	техник	99000
4703	Ангелина Мухина	архитектор	40000
4704	Анфиса Пестова	сотрудник	46000
4705	Антон Абрамов	руководитель	32000
4706	Елизавета Федотова	специалист	50000
4707	Римма Некрасова	администратор	92000
4708	Даниил Жданов	агент	99000
4709	Таисия Тихонова	агент	95000
